0,0
3,0
4,0
5,0
6,1
8,0
11,0
12,0
13,0
14,0
15,0
19,0
23,0
25,0
27,0
28,0
29,0
36,1
37,0
39,0
46,1
47,0
48,1
49,0
50,0
51,1
52,0
54,1
55,0
57,0
58,0
59,0
61,1
62,0
63,0
64,0
65,0
66,1
67,0
68,1
69,0
70,0
72,0
73,0
74,1
75,1
76,0
81,0
85,0
88,0
90,1
91,0
92,0
93,1
94,0
95,0
96,1
97,0
99,0
100,1
102,0
104,1
106,0
108,0
111,0
112,1
116,0
118,0
119,0
120,0
121,0
122,0
123,1
126,0
128,0
129,0
131,1
133,0
136,0
137,1
139,0
140,0
141,0
144,0
145,0
146,1
147,0
149,0
151,1
152,0
154,1
155,0
157,1
158,1
161,0
162,1
163,0
164,1
165,1
167,0
169,0
170,0
171,0
172,0
173,0
174,1
176,1
177,1
178,0
179,0
180,0
182,0
183,1
185,0
186,0
187,1
188,0
190,0
191,0
192,0
193,0
194,0
195,1
197,1
200,0
203,0
204,0
205,0
207,0
208,0
210,0
211,1
213,0
215,0
217,1
218,1
219,0
221,0
222,0
224,0
225,1
227,0
229,0
234,0
235,1
236,0
237,0
239,1
240,0
244,0
246,0
249,0
250,0
252,0
253,0
254,0
256,0
258,0
259,0
260,1
262,1
263,1
266,0
267,0
268,0
269,0
271,0
272,0
274,1
275,1
278,0
279,0
280,0
282,0
283,0
284,1
285,0
286,0
288,0
289,0
290,0
291,1
294,0
296,1
297,0
299,0
300,1
301,0
304,0
308,1
311,1
314,0
315,0
317,0
324,0
326,1
330,1
332,0
333,0
335,1
336,0
337,0
339,0
342,1
344,0
348,0
350,0
351,0
352,0
354,1
356,0
357,1
358,1
359,0
363,0
364,0
365,1
366,0
367,0
368,1
370,0
371,1
372,0
373,0
374,0
378,0
379,0
381,0
382,0
383,1
386,0
388,0
389,0
390,0
391,0
393,0
394,1
395,1
396,0
401,0
402,0
403,0
405,1
406,0
409,0
412,0
413,0
414,1
415,1
416,1
418,0
419,0
421,0
422,0
423,0
424,0
436,0
437,0
438,0
440,0
441,0
444,0
446,0
448,0
449,0
451,0
455,0
457,0
459,0
461,0
462,0
465,0
466,0
468,0
471,1
472,0
474,0
476,1
477,1
479,0
480,0
481,1
482,0
484,1
485,0
486,1
489,0
491,0
492,0
494,0
499,1
500,0
503,0
505,0
506,0
507,1
509,0
512,1
513,0
519,0
521,1
522,0
523,0
524,1
527,0
528,1
531,0
532,0
535,0
536,0
537,0
541,0
543,0
545,1
546,1
548,0
549,0
550,1
551,0
552,0
553,0
556,1
557,1
558,1
559,0
560,0
561,0
562,1
564,0
567,0
568,0
569,1
571,1
572,0
574,0
575,0
578,0
580,0
582,0
583,0
584,0
586,0
588,1
589,1
592,0
595,0
596,0
598,0
599,0
600,1
608,0
611,1
614,1
615,1
616,0
617,1
619,0
622,1
625,1
628,0
631,0
632,0
634,1
637,0
639,0
640,0
641,0
643,0
644,0
645,1
649,0
652,1
653,0
654,0
656,0
657,0
658,0
661,0
663,0
664,0
665,0
666,1
670,0
672,0
673,0
676,0
677,1
681,0
682,1
683,0
685,0
689,0
692,0
694,0
695,0
698,0
699,0
700,1
701,1
702,0
703,0
706,0
707,1
711,0
720,1
736,0
742,0
743,1
744,0
752,1
759,0
760,0
766,1
772,1
774,0
780,1
781,0
785,0
786,0
798,0
799,0
800,0
801,0
802,0
805,0
812,1
830,0
845,0
846,0
